"Idx","NivelSalarial","AcidenteTrabalho","Saiu","Promovido5anos","Departamento","Satisfacao","UltimaAvaliacao","NumProjetos","HorasMensais","TempoServico"
"5789","Médio","0","0","0","IT",0.16,0.9,6,213,2
"5790","Médio","1","0","0","IT",0.75,1,4,272,4
"5791","Alto","0","0","0","IT",0.59,0.57,4,261,2
"5792","Baixo","0","0","0","IT",0.48,0.87,3,236,2
"5793","Médio","0","0","0","product_mng",0.18,0.68,6,154,5
"5794","Médio","0","0","0","product_mng",0.8,0.72,3,271,2
"5795","Médio","0","0","0","product_mng",0.8,0.88,3,154,2
"5796","Médio","0","0","0","product_mng",0.15,0.52,4,207,4
"5797","Baixo","0","0","0","IT",0.62,0.86,4,181,2
"5798","Baixo","1","0","0","RandD",0.21,0.99,6,165,4
"5799","Baixo","0","0","0","RandD",0.9,0.82,3,203,2
"5800","Baixo","0","0","0","RandD",0.51,1,4,197,2
"5801","Baixo","0","0","0","RandD",0.99,0.9,4,177,3
"5802","Baixo","1","0","0","RandD",0.71,0.49,4,273,2
"5803","Baixo","0","0","0","marketing",0.89,0.93,4,141,2
"5804","Baixo","0","0","0","sales",0.74,0.67,4,158,3
"5805","Baixo","0","0","0","accounting",0.84,0.85,3,243,2
"5806","Baixo","0","0","0","support",0.4,0.64,3,188,3
"5807","Baixo","0","0","0","technical",1,0.71,4,216,2
"5808","Baixo","0","0","0","management",0.48,0.51,5,286,3
"5809","Baixo","0","0","0","marketing",0.99,0.6,3,262,2
"5810","Baixo","0","0","0","marketing",0.73,0.81,5,173,3
"5811","Baixo","0","0","0","marketing",0.84,0.91,3,247,4
"5812","Baixo","0","0","0","sales",0.55,0.7,3,237,4
"5813","Baixo","0","0","0","sales",0.44,0.99,5,119,2
"5814","Baixo","0","0","0","sales",0.95,0.67,4,227,3
"5815","Baixo","0","0","0","sales",0.76,0.65,4,195,3
"5816","Baixo","0","0","0","sales",0.94,0.7,6,217,5
"5817","Baixo","0","0","0","sales",0.85,0.5,4,267,3
"5818","Médio","0","0","0","sales",0.57,0.62,3,154,2
"5819","Médio","0","0","0","sales",0.67,0.49,5,161,2
"5820","Médio","1","0","0","sales",0.7,0.67,3,179,3
"5821","Médio","1","0","0","sales",0.67,0.55,4,214,3
"5822","Médio","0","0","0","sales",0.72,0.84,3,167,3
"5823","Médio","0","0","0","sales",0.71,0.53,6,203,3
"5824","Médio","0","0","0","sales",0.51,0.8,4,231,3
"5825","Médio","1","0","0","sales",0.98,0.65,4,263,2
"5826","Médio","0","0","0","sales",0.52,0.83,2,227,4
"5827","Médio","0","0","0","sales",0.21,0.9,4,235,4
"5828","Médio","1","0","0","sales",0.43,0.93,6,127,3
"5829","Médio","1","0","0","sales",0.91,0.62,4,158,3
"5830","Alto","0","0","0","sales",0.74,0.85,4,105,5
"5831","Baixo","0","0","0","accounting",0.34,0.81,3,257,5
"5832","Médio","0","0","0","accounting",0.28,0.46,4,260,2
"5833","Médio","0","0","0","accounting",0.7,0.79,6,145,3
"5834","Médio","1","0","0","hr",0.53,0.59,2,201,3
"5835","Médio","0","0","0","hr",0.97,0.51,4,241,4
"5836","Baixo","0","0","0","hr",0.96,0.59,3,214,2
"5837","Baixo","0","0","0","hr",0.74,0.53,4,166,3
"5838","Baixo","0","0","0","technical",0.79,0.86,4,173,4
"5839","Baixo","0","0","0","technical",0.61,0.47,4,181,5
"5840","Baixo","1","0","0","technical",0.36,0.4,4,114,4
"5841","Baixo","0","0","0","technical",0.15,0.91,5,267,4
"5842","Baixo","0","0","0","technical",0.61,0.5,4,216,2
"5843","Baixo","0","0","0","technical",0.59,0.94,4,265,3
"5844","Baixo","1","0","0","technical",0.58,0.77,5,272,2
"5845","Baixo","0","0","0","technical",0.49,0.92,4,229,2
"5846","Baixo","1","0","0","technical",0.92,0.96,5,174,3
"5847","Baixo","0","0","0","technical",0.72,0.92,3,264,3
"5848","Baixo","0","0","0","technical",0.77,0.85,5,221,5
"5849","Baixo","0","0","0","support",0.6,0.57,3,202,3
"5850","Baixo","0","0","0","support",0.21,0.4,3,262,3
"5851","Baixo","0","0","0","support",0.83,0.75,3,150,3
"5852","Baixo","0","0","0","support",0.71,0.95,3,251,3
"5853","Baixo","1","0","0","support",0.94,0.46,2,230,2
"5854","Médio","0","0","0","support",0.59,0.99,3,185,2
"5855","Médio","1","0","0","support",0.59,0.59,4,216,2
"5856","Médio","1","0","0","support",0.99,0.68,3,181,3
"5857","Médio","0","0","0","support",0.64,0.7,5,140,4
"5858","Médio","0","0","0","support",0.54,0.5,4,160,3
"5859","Médio","0","0","0","support",0.78,0.63,3,192,2
"5860","Médio","0","0","0","technical",0.7,0.79,6,257,4
"5861","Médio","0","0","0","technical",0.9,0.62,5,236,6
"5862","Médio","0","0","0","technical",0.14,0.74,6,160,5
"5863","Médio","0","0","0","management",0.33,0.69,3,125,3
"5864","Médio","0","0","0","IT",0.73,0.53,4,139,2
"5865","Médio","0","0","0","IT",0.8,0.87,4,217,3
"5866","Alto","0","0","0","IT",0.17,0.91,6,246,5
"5867","Baixo","0","0","0","IT",0.34,0.91,4,284,4
"5868","Médio","0","0","0","IT",0.61,0.9,3,263,3
"5869","Médio","0","0","0","product_mng",0.18,0.95,4,241,6
"5870","Médio","0","0","0","product_mng",0.72,0.94,3,258,3
"5871","Médio","0","0","0","product_mng",0.32,0.79,4,136,3
"5872","Baixo","1","0","0","product_mng",0.85,0.81,2,223,3
"5873","Baixo","0","0","0","IT",0.85,0.74,5,170,4
"5874","Baixo","1","0","0","RandD",0.8,0.81,4,194,3
"5875","Baixo","0","0","0","RandD",0.36,0.82,4,218,5
"5876","Baixo","0","0","0","RandD",0.8,0.99,6,178,5
"5877","Baixo","1","0","0","RandD",0.55,0.9,3,181,3
"5878","Baixo","1","0","0","RandD",0.69,0.56,3,183,4
"5879","Baixo","1","0","0","marketing",0.71,0.61,2,198,2
"5880","Baixo","0","0","0","sales",0.74,0.56,3,203,3
"5881","Baixo","0","0","0","accounting",0.76,0.89,5,204,3
"5882","Baixo","0","0","0","support",0.81,0.62,3,257,3
"5883","Baixo","0","0","0","technical",0.59,1,4,169,2
"5884","Baixo","0","0","0","management",0.97,0.69,4,203,2
"5885","Baixo","1","0","0","marketing",0.98,0.74,4,260,2
"5886","Baixo","0","0","0","marketing",0.96,0.87,5,202,2
"5887","Baixo","0","0","0","marketing",0.82,0.63,4,199,2
"5888","Baixo","0","0","0","sales",0.97,0.93,2,270,4
"5889","Baixo","0","0","0","sales",0.74,0.51,5,258,2
"5890","Baixo","0","0","0","sales",0.14,0.52,4,108,6
"5891","Baixo","0","0","0","sales",0.3,0.67,3,232,3
"5892","Baixo","0","0","0","sales",0.74,0.89,4,149,2
"5893","Médio","0","0","0","sales",0.85,0.48,4,214,3
"5894","Médio","0","0","0","sales",0.69,0.65,4,136,2
"5895","Médio","0","0","0","sales",0.6,0.95,4,164,4
"5896","Médio","0","0","0","sales",0.53,0.85,3,236,6
"5897","Médio","0","0","0","sales",0.94,0.88,3,270,3
"5898","Médio","0","0","0","sales",0.57,0.63,5,156,4
"5899","Médio","0","0","0","sales",0.2,0.73,3,250,5
"5900","Médio","0","0","0","sales",0.82,0.92,4,196,3
"5901","Médio","0","0","0","sales",0.62,0.92,5,169,2
"5902","Médio","0","0","0","sales",0.88,0.59,2,144,3
"5903","Médio","0","0","0","sales",0.82,0.62,4,160,3
"5904","Médio","1","0","0","sales",0.62,0.91,3,142,6
"5905","Alto","0","0","0","sales",0.74,0.48,5,165,2
"5906","Baixo","0","0","0","sales",0.91,0.66,4,163,3
"5907","Médio","0","0","0","accounting",0.7,0.96,3,263,3
"5908","Médio","0","0","0","accounting",0.84,0.9,3,178,2
"5909","Médio","0","0","0","accounting",0.35,0.57,3,109,3
"5910","Médio","0","0","0","hr",0.28,0.83,4,206,5
"5911","Baixo","0","0","0","hr",0.37,0.37,3,168,3
"5912","Baixo","1","0","0","hr",0.75,0.5,4,155,2
"5913","Baixo","0","0","0","hr",0.34,0.6,4,154,2
"5914","Baixo","0","0","0","technical",0.55,0.5,4,179,3
"5915","Baixo","0","0","0","technical",0.97,0.92,3,168,3
"5916","Baixo","0","0","0","technical",0.91,0.57,3,158,3
"5917","Baixo","1","0","0","technical",0.48,0.63,3,180,2
"5918","Baixo","0","0","0","technical",0.53,0.71,4,227,3
"5919","Baixo","0","0","0","technical",0.84,0.67,3,139,2
"5920","Baixo","0","0","0","technical",0.31,0.69,3,120,3
"5921","Baixo","1","0","0","technical",0.81,0.62,4,255,4
"5922","Baixo","0","0","0","technical",0.78,0.95,5,273,2
"5923","Baixo","0","0","0","technical",0.64,0.68,3,272,3
"5924","Baixo","0","0","0","technical",0.41,0.77,4,231,6
"5925","Baixo","1","0","0","support",0.74,0.81,5,281,3
"5926","Baixo","0","0","0","support",0.89,0.86,3,208,3
"5927","Baixo","1","0","0","support",0.26,0.43,4,215,4
"5928","Baixo","0","0","0","support",0.72,0.39,5,111,5
"5929","Baixo","0","0","0","support",0.84,0.74,2,168,3
"5930","Baixo","0","0","0","support",0.52,0.8,2,144,4
"5931","Baixo","1","0","0","support",0.65,0.95,3,266,3
"5932","Médio","1","0","0","support",0.66,0.56,3,169,2
"5933","Médio","0","0","0","support",0.86,0.63,4,162,2
"5934","Médio","0","0","0","support",0.91,0.9,3,243,3
"5935","Médio","1","0","0","support",0.84,0.6,3,186,3
"5936","Médio","0","0","0","technical",0.87,0.57,4,231,4
"5937","Médio","0","0","0","technical",0.57,0.54,4,167,3
"5938","Médio","0","0","0","technical",0.68,0.5,3,139,3
"5939","Médio","1","0","0","management",1,0.59,5,182,3
"5940","Médio","0","0","0","IT",0.86,0.74,4,261,2
"5941","Médio","0","0","0","IT",0.7,0.99,4,248,3
"5942","Médio","0","0","0","IT",0.28,0.7,2,164,4
"5943","Médio","0","0","0","IT",0.84,0.9,3,230,3
"5944","Alto","0","0","0","IT",0.68,0.92,3,226,2
"5945","Baixo","0","0","0","product_mng",0.45,0.6,2,98,3
"5946","Médio","0","0","0","product_mng",0.37,0.74,5,117,3
"5947","Médio","0","0","0","product_mng",0.98,0.84,4,200,2
"5948","Médio","1","0","0","product_mng",0.67,0.57,3,206,3
"5949","Médio","0","0","0","IT",0.74,0.83,4,142,3
"5950","Baixo","0","0","0","RandD",0.48,0.46,2,174,3
"5951","Baixo","0","0","0","RandD",0.22,0.63,5,284,6
"5952","Baixo","0","0","0","RandD",0.14,0.79,5,163,6
"5953","Baixo","0","0","0","RandD",0.93,0.92,5,189,2
"5954","Baixo","0","0","0","RandD",0.83,0.54,4,189,4
"5955","Baixo","0","0","0","marketing",0.94,0.79,3,256,3
"5956","Baixo","0","0","0","sales",0.7,0.98,3,215,2
"5957","Baixo","1","0","0","accounting",0.74,0.86,4,221,2
"5958","Médio","0","0","0","support",0.83,0.85,4,263,3
"5959","Médio","0","0","0","technical",0.97,0.61,3,208,3
"5960","Médio","0","0","0","management",0.61,0.71,3,216,4
"5961","Médio","0","0","0","marketing",0.77,0.71,2,242,2
"5962","Médio","0","0","0","marketing",0.66,0.73,2,135,6
"5963","Médio","0","0","0","marketing",0.92,0.99,3,190,3
"5964","Médio","1","0","0","sales",0.62,0.55,3,108,2
"5965","Médio","0","0","0","sales",0.15,0.67,6,195,2
"5966","Médio","0","0","0","sales",0.82,0.68,3,160,4
"5967","Médio","0","0","0","sales",0.7,0.48,5,273,2
"5968","Médio","0","0","0","sales",0.18,0.39,2,177,6
"5969","Médio","0","0","0","sales",0.99,0.59,3,163,2
"5970","Médio","0","0","0","sales",0.22,0.9,4,106,2
"5971","Médio","0","0","0","sales",0.61,0.83,5,236,2
"5972","Médio","0","0","0","sales",0.78,0.91,3,132,2
"5973","Médio","0","0","0","sales",0.84,0.61,3,253,2
"5974","Médio","0","0","0","sales",0.87,0.74,4,151,4
"5975","Médio","0","0","0","sales",0.73,0.9,4,266,3
"5976","Médio","1","0","0","sales",0.7,0.86,3,141,2
"5977","Médio","0","0","0","sales",0.98,0.71,5,217,3
"5978","Médio","0","0","0","sales",0.85,0.49,3,258,3
"5979","Médio","0","0","0","sales",0.56,0.83,5,275,2
"5980","Médio","0","0","0","sales",0.48,0.62,4,210,2
"5981","Médio","0","0","0","sales",0.65,0.7,3,243,3
"5982","Médio","1","0","0","sales",0.84,0.59,3,234,3
"5983","Alto","0","0","0","accounting",0.17,0.73,4,274,3
"5984","Alto","0","0","0","accounting",0.84,0.61,4,261,2
"5985","Alto","1","0","0","accounting",0.96,0.59,3,158,3
"5986","Alto","0","0","0","hr",0.62,0.96,5,251,2
"5987","Alto","0","0","0","hr",0.57,0.7,3,158,3
"5988","Alto","0","0","0","hr",0.98,0.87,3,246,3
"5989","Alto","0","0","0","hr",0.72,0.99,4,227,3
"5990","Alto","0","0","0","technical",0.43,0.46,4,169,5
"5991","Alto","0","0","0","technical",0.68,0.57,5,187,4
"5992","Alto","0","0","0","technical",0.69,0.86,4,238,3
"5993","Alto","0","0","0","technical",0.91,0.66,4,139,3
"5994","Alto","0","0","0","technical",0.42,0.37,2,284,3
"5995","Baixo","1","0","0","technical",0.8,0.99,4,255,5
"5996","Baixo","0","0","0","technical",0.79,0.57,5,230,2
"5997","Baixo","0","0","0","technical",1,0.94,3,272,3
"5998","Baixo","0","0","0","technical",0.63,0.75,4,155,3
"5999","Baixo","0","0","0","technical",0.61,0.51,6,163,6
"6000","Baixo","0","0","0","technical",0.78,0.98,4,260,3
"6001","Baixo","1","0","0","support",0.72,0.96,5,223,3
"6002","Baixo","1","0","0","support",0.64,0.51,4,247,2
"6003","Baixo","0","0","0","support",0.79,0.86,3,126,5
"6004","Baixo","0","0","0","support",0.64,0.55,3,147,2
"6005","Baixo","0","0","0","support",0.82,0.88,4,259,3
"6006","Baixo","0","0","0","support",0.51,0.86,4,196,2
"6007","Baixo","0","0","0","support",0.18,0.51,6,227,2
"6008","Baixo","1","0","0","support",0.67,0.58,5,161,3
"6009","Baixo","0","0","0","support",0.65,0.85,3,213,2
"6010","Médio","0","0","0","support",0.7,0.8,4,183,2
"6011","Médio","1","0","0","support",0.59,0.59,3,194,2
"6012","Médio","0","0","0","technical",0.56,0.76,3,237,3
"6013","Médio","0","0","0","technical",0.17,0.94,5,273,4
"6014","Médio","0","0","0","technical",0.8,0.89,2,166,3
"6015","Médio","0","0","0","management",0.91,0.62,5,169,4
"6016","Médio","1","0","0","IT",0.51,0.54,3,154,3
"6017","Médio","1","0","0","IT",0.76,0.59,3,201,6
"6018","Médio","0","0","0","IT",0.82,0.59,3,178,2
"6019","Médio","0","0","0","IT",0.44,0.66,3,161,3
"6020","Médio","0","0","0","IT",0.5,0.48,4,269,3
"6021","Médio","1","0","0","product_mng",0.54,0.49,3,203,3
"6022","Alto","1","0","0","product_mng",0.56,0.63,4,271,2
"6023","Alto","0","0","0","product_mng",0.77,0.66,6,181,4
"6024","Alto","0","0","0","product_mng",0.39,0.38,4,135,2
"6025","Alto","0","0","0","IT",0.52,0.62,3,275,2
"6026","Alto","0","0","0","RandD",0.63,0.91,3,252,2
"6027","Alto","0","0","0","RandD",0.49,0.46,2,129,2
"6028","Alto","0","0","0","RandD",0.2,0.47,4,230,4
"6029","Alto","0","0","0","RandD",0.21,0.94,3,287,5
"6030","Baixo","0","0","0","RandD",0.85,0.98,5,156,2
"6031","Baixo","1","0","0","marketing",0.54,0.82,2,279,3
"6032","Baixo","0","0","0","sales",0.23,0.88,5,156,4
"6033","Baixo","0","0","0","accounting",0.65,0.96,3,168,2
"6034","Baixo","1","0","0","support",0.19,0.85,6,259,3
"6035","Baixo","0","0","0","technical",0.76,0.58,4,188,3
"6036","Baixo","0","0","0","management",0.83,0.8,4,149,3
"6037","Baixo","0","0","0","marketing",0.97,0.47,3,157,4
"6038","Médio","0","0","0","marketing",0.67,1,3,201,4
"6039","Médio","0","0","0","marketing",0.53,0.62,3,185,3
"6040","Médio","1","0","0","sales",0.34,0.71,2,160,3
"6041","Médio","0","0","0","sales",0.58,0.48,5,251,3
"6042","Médio","1","0","0","sales",0.96,0.68,5,145,3
"6043","Médio","1","0","0","sales",0.72,0.76,3,269,3
"6044","Médio","0","0","0","sales",0.58,0.62,3,213,2
"6045","Médio","0","0","0","sales",0.39,0.67,6,276,6
"6046","Médio","0","0","0","sales",0.24,0.57,5,232,3
"6047","Médio","0","0","0","sales",0.64,0.73,4,184,3
"6048","Médio","0","0","0","sales",0.98,0.55,3,260,3
"6049","Médio","0","0","0","sales",0.64,0.99,3,214,2
"6050","Médio","0","0","0","sales",0.56,0.41,2,194,2
"6051","Médio","0","0","0","sales",0.53,0.74,5,181,2
"6052","Médio","0","0","0","sales",0.62,0.57,4,215,3
"6053","Médio","0","0","0","sales",0.85,0.69,3,194,4
"6054","Médio","0","0","0","sales",0.76,0.85,4,190,3
"6055","Médio","0","0","0","sales",0.69,0.5,3,260,4
"6056","Médio","0","0","0","sales",0.35,0.67,2,171,3
"6057","Médio","0","0","0","sales",0.54,0.47,2,193,4
"6058","Médio","0","0","0","sales",0.63,0.49,3,252,3
"6059","Médio","0","0","0","accounting",0.58,0.58,5,171,2
"6060","Médio","0","0","0","accounting",0.7,0.93,3,185,4
"6061","Alto","0","0","0","accounting",0.48,0.51,4,152,4
"6062","Baixo","0","0","0","hr",0.59,0.92,4,183,2
"6063","Médio","0","0","0","hr",0.96,0.8,4,145,2
"6064","Médio","0","0","0","hr",0.99,0.77,3,190,4
"6065","Médio","0","0","0","hr",0.73,0.59,4,214,5
"6066","Médio","0","0","0","technical",0.7,0.73,2,139,2
"6067","Médio","0","0","0","technical",0.85,0.88,5,236,4
"6068","Médio","1","0","0","technical",0.66,0.61,3,156,3
"6069","Médio","0","0","0","technical",0.94,0.97,2,221,2
"6070","Médio","0","0","0","technical",0.54,0.64,6,278,2
"6071","Médio","0","0","0","technical",0.78,0.47,4,129,2
"6072","Médio","0","0","0","technical",0.64,0.85,3,213,4
"6073","Baixo","0","0","0","technical",0.68,0.56,3,146,3
"6074","Baixo","0","0","0","technical",0.92,0.84,4,159,3
"6075","Baixo","0","0","0","technical",0.72,0.73,3,198,2
"6076","Baixo","0","0","0","technical",0.78,0.74,6,251,4
"6077","Baixo","0","0","0","support",0.35,0.54,2,124,3
"6078","Baixo","0","0","0","support",0.97,0.77,5,223,2
"6079","Baixo","0","0","0","support",0.57,0.65,3,163,2
"6080","Alto","0","0","0","support",0.9,0.66,4,242,3
"6081","Baixo","0","0","0","support",0.31,0.61,4,97,2
"6082","Alto","0","0","0","support",0.17,0.5,4,267,6
"6083","Alto","1","0","0","support",0.8,0.4,5,199,4
"6084","Baixo","0","0","0","support",0.19,0.76,3,107,5
"6085","Baixo","1","0","0","support",0.57,0.65,5,144,3
"6086","Alto","0","0","0","support",0.22,0.96,3,213,3
"6087","Baixo","0","0","0","support",0.15,0.9,5,284,4
"6088","Médio","0","0","0","technical",0.62,0.67,5,259,3
"6089","Alto","0","0","0","technical",0.61,0.41,3,103,2
"6090","Médio","0","0","0","technical",0.87,0.81,5,236,3
"6091","Médio","0","0","0","management",0.54,0.75,4,199,2
"6092","Médio","0","0","0","IT",0.71,0.54,3,201,2
"6093","Médio","0","0","0","IT",0.66,0.67,3,123,4
"6094","Alto","0","0","0","IT",0.7,0.68,4,143,5
"6095","Médio","0","0","0","IT",0.53,0.5,5,159,2
"6096","Médio","0","0","0","IT",0.92,0.54,5,203,3
"6097","Médio","0","0","0","product_mng",0.93,0.73,4,168,2
"6098","Alto","0","0","0","product_mng",0.62,0.7,5,180,4
"6099","Médio","0","0","0","product_mng",0.65,0.53,5,142,3
"6100","Alto","1","0","0","product_mng",0.87,0.98,4,266,2
"6101","Baixo","0","0","0","IT",0.97,0.89,5,265,2
"6102","Médio","0","0","0","RandD",0.76,0.77,5,257,3
"6103","Médio","0","0","0","RandD",0.96,0.55,4,234,4
"6104","Médio","0","0","0","RandD",1,0.8,3,223,3
"6105","Médio","0","0","0","RandD",0.99,0.85,5,261,4
"6106","Baixo","0","0","0","RandD",0.67,0.84,4,197,2
"6107","Baixo","0","0","0","marketing",0.61,0.52,4,171,2
"6108","Baixo","0","0","0","sales",0.62,0.92,3,228,2
"6109","Baixo","0","0","0","accounting",0.62,0.79,3,141,3
"6110","Baixo","1","0","0","support",0.97,0.76,3,147,3
"6111","Baixo","0","0","0","technical",0.86,0.56,5,237,3
"6112","Baixo","0","0","0","management",0.15,0.44,3,199,2
"6113","Baixo","0","0","0","marketing",0.14,0.95,4,144,5
"6114","Baixo","0","0","0","marketing",0.7,0.98,4,146,3
"6115","Baixo","0","0","0","marketing",0.95,0.7,4,139,3
"6116","Alto","0","0","0","sales",0.63,0.86,4,169,2
"6117","Baixo","0","0","0","sales",0.45,0.75,4,169,2
"6118","Baixo","0","0","0","sales",0.9,0.6,3,268,3
"6119","Baixo","0","0","0","sales",0.15,0.87,4,194,4
"6120","Baixo","0","0","0","sales",0.75,0.86,3,249,3
"6121","Alto","0","0","0","sales",0.14,0.52,4,122,2
"6122","Baixo","0","0","0","sales",0.5,0.94,5,176,4
"6123","Baixo","0","0","0","sales",0.45,0.45,4,168,2
"6124","Baixo","0","0","0","sales",0.86,0.92,3,260,2
"6125","Alto","0","0","0","sales",0.52,0.62,3,179,3
"6126","Baixo","0","0","0","sales",0.79,0.48,5,200,3
"6127","Médio","0","0","0","sales",0.47,0.56,4,165,3
"6128","Alto","0","0","0","sales",0.76,0.64,4,144,2
"6129","Médio","0","0","0","sales",0.52,0.72,4,186,2
"6130","Alto","0","0","0","sales",0.84,0.54,4,156,4
"6131","Médio","0","0","0","sales",0.5,0.7,4,162,2
"6132","Médio","0","0","0","sales",0.52,0.63,3,269,2
"6133","Médio","0","0","0","sales",0.76,0.37,3,127,4
"6134","Médio","0","0","0","sales",0.59,0.58,2,267,3
"6135","Médio","0","0","0","accounting",0.65,0.79,4,196,2
"6136","Médio","0","0","0","accounting",0.68,0.83,3,144,2
"6137","Médio","0","0","0","accounting",0.52,0.72,2,247,4
"6138","Médio","0","0","0","hr",0.92,0.5,5,258,3
"6139","Alto","0","0","0","hr",0.53,0.84,4,219,2
"6140","Baixo","0","0","0","hr",0.5,0.95,2,208,2
"6141","Médio","0","0","0","hr",0.98,0.77,4,184,3
"6142","Médio","0","0","0","technical",0.85,0.6,5,178,2
"6143","Médio","0","0","0","technical",0.49,0.83,4,194,3
"6144","Médio","0","0","0","technical",0.52,0.73,4,245,4
"6145","Médio","0","0","0","technical",0.96,0.77,3,193,3
"6146","Médio","0","0","0","technical",0.86,0.85,3,254,3
"6147","Médio","0","0","0","technical",0.35,0.59,3,281,2
"6148","Médio","0","0","0","technical",0.99,0.97,5,229,2
"6149","Médio","0","0","0","technical",0.52,0.92,4,112,2
"6150","Alto","0","0","0","technical",0.75,0.91,4,243,3
"6151","Baixo","0","0","0","technical",0.67,0.66,3,151,3
"6152","Baixo","0","0","0","technical",0.49,0.37,4,216,4
"6153","Baixo","0","0","0","support",0.51,0.62,3,110,3
"6154","Alto","0","0","0","support",0.65,0.6,3,142,2
"6155","Baixo","1","0","0","support",0.73,0.8,4,251,2
"6156","Baixo","0","0","0","support",0.46,0.75,6,276,6
"6157","Baixo","1","0","0","support",0.94,0.82,4,159,2
"6158","Alto","0","0","0","support",0.53,0.69,4,257,4
"6159","Baixo","0","0","0","support",0.6,0.79,5,154,2
"6160","Baixo","0","0","0","support",0.63,0.97,5,146,3
"6161","Baixo","0","0","0","support",0.75,0.77,4,204,2
"6162","Baixo","0","0","0","support",0.69,0.53,4,156,3
"6163","Baixo","0","0","0","support",0.81,0.5,4,170,4
"6164","Baixo","0","0","0","technical",0.74,0.84,3,239,3
"6165","Baixo","0","0","0","technical",0.72,0.55,4,145,3
"6166","Médio","0","0","0","technical",0.27,0.39,4,193,4
"6167","Médio","0","0","0","management",0.86,0.74,2,178,3
"6168","Médio","0","0","0","IT",0.5,0.59,3,260,3
"6169","Médio","0","0","0","IT",0.82,0.5,3,198,4
"6170","Médio","0","0","0","IT",0.73,0.51,4,249,5
"6171","Médio","0","0","0","IT",0.7,0.72,4,202,3
"6172","Médio","0","0","0","IT",0.9,0.72,4,143,3
"6173","Médio","1","0","0","product_mng",0.72,0.95,2,178,4
"6174","Médio","1","0","0","product_mng",0.63,0.85,3,151,4
"6175","Médio","0","0","0","product_mng",0.84,0.99,4,134,3
"6176","Médio","1","0","0","product_mng",0.98,0.92,5,221,3
"6177","Médio","0","0","0","IT",0.41,0.48,6,165,4
"6178","Alto","0","0","0","RandD",0.72,0.58,4,255,2
"6179","Baixo","1","0","0","RandD",0.87,0.89,3,140,2
"6180","Médio","0","0","0","RandD",0.63,0.71,5,141,2
"6181","Médio","0","0","0","RandD",0.6,0.96,4,99,6
"6182","Médio","0","0","0","RandD",0.58,0.79,5,197,3
"6183","Médio","0","0","0","marketing",0.64,0.52,3,240,3
"6184","Baixo","1","0","0","sales",0.74,0.62,3,216,3
"6185","Baixo","0","0","0","accounting",0.93,0.7,5,206,4
"6186","Baixo","0","0","0","support",0.74,0.75,4,257,3
"6187","Baixo","0","0","0","technical",0.98,0.6,4,160,3
"6188","Baixo","1","0","0","management",0.87,0.82,5,138,3
"6189","Baixo","0","0","0","marketing",0.76,0.99,3,216,3
"6190","Baixo","0","0","0","marketing",0.15,0.91,6,281,3
"6191","Baixo","1","0","0","marketing",0.18,0.57,6,238,6
"6192","Baixo","0","0","0","sales",1,0.67,3,199,4
"6193","Baixo","0","0","0","sales",0.98,0.63,3,135,3
"6194","Baixo","0","0","0","sales",0.73,0.97,3,165,2
"6195","Baixo","0","0","0","sales",0.67,0.72,3,180,3
"6196","Baixo","0","0","0","sales",0.9,0.74,3,227,3
"6197","Baixo","0","0","0","sales",0.54,0.53,3,251,2
"6198","Baixo","0","0","0","sales",0.15,0.39,5,229,4
"6199","Baixo","0","0","0","sales",0.58,0.54,4,199,2
"6200","Baixo","0","0","0","sales",0.81,0.51,4,271,2
"6201","Baixo","0","0","0","sales",0.17,0.51,5,221,3
"6202","Baixo","0","0","0","sales",0.68,0.73,4,251,3
"6203","Baixo","0","0","0","sales",0.68,0.49,4,153,4
"6204","Baixo","0","0","0","sales",0.7,0.93,4,241,3
"6205","Médio","0","0","0","sales",0.49,0.68,4,201,4
"6206","Médio","0","0","0","sales",0.55,0.96,4,267,3
"6207","Médio","1","0","0","sales",0.48,0.84,3,146,2
"6208","Médio","0","0","0","sales",0.63,0.98,4,210,3
"6209","Médio","0","0","0","sales",0.83,0.69,4,233,2
"6210","Médio","0","0","0","sales",0.48,0.87,3,221,2
"6211","Médio","1","0","0","accounting",0.98,0.96,5,183,3
"6212","Médio","0","0","0","accounting",0.57,0.72,4,221,3
"6213","Médio","0","0","0","accounting",0.72,0.66,3,167,3
"6214","Médio","0","0","0","hr",0.9,0.8,4,240,3
"6215","Médio","1","0","0","hr",0.64,0.59,3,200,2
"6216","Médio","0","0","0","hr",0.55,0.98,2,144,2
"6217","Alto","1","0","0","hr",0.56,0.59,5,209,2
"6218","Baixo","0","0","0","technical",0.8,0.55,3,206,2
"6219","Médio","0","0","0","technical",0.65,0.76,3,111,5
"6220","Médio","0","0","0","technical",0.75,0.78,3,241,3
"6221","Médio","0","0","0","technical",0.69,0.79,3,207,3
"6222","Médio","0","0","0","technical",0.91,0.76,3,197,3
"6223","Baixo","0","0","0","technical",0.78,0.63,5,200,2
"6224","Baixo","0","0","0","technical",0.71,0.68,4,242,4
"6225","Baixo","0","0","0","technical",0.79,0.96,4,180,3
"6226","Baixo","0","0","0","technical",0.86,0.72,4,173,3
"6227","Baixo","0","0","0","technical",0.87,0.82,3,224,3
"6228","Baixo","0","0","0","technical",0.76,0.99,2,183,2
"6229","Baixo","0","0","0","support",0.76,0.8,4,226,5
